,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
18462,13650,31.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,2.7626666916650104
18463,39115,38.0,4.6,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,24.725401949532863
18464,11563,28.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,9.607465450066634
18465,752,35.0,4.9,Fog,Medium,0,Meal,motorcycle,2.0,No,Urban,36,31.10629419458534
18466,5910,36.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,29,12.973788230552488
18467,7498,38.0,4.7,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,30,13.038199025734674
18468,40571,26.0,4.8,Sunny,Jam,1,Snack,scooter,0.0,No,Urban,19,31.69509765757922
18469,14052,28.0,4.8,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,27,9.606359685775377
18470,17830,36.0,4.7,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,19,15.045648950562093
18471,15209,32.0,4.5,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,25,28.669366560987765
18472,12810,37.0,4.6,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,32,25.475029507646852
18473,20807,38.0,4.9,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,30,30.220665398750103
18474,16200,,,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,28.668099924330182
18475,34126,31.0,4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,2.50802796173794
18476,187,23.0,4.6,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,23.4552234256049
18477,42520,32.0,4.0,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,37,12.964185591338834
18478,17580,30.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,9.620548480777993
18479,13021,34.0,4.7,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,27,10.90906774509256
18480,32453,36.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,24.539702726240616
18481,24685,26.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,24.727451631810684
18482,25853,37.0,4.7,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,32.389428503513386
18483,39438,,,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,29,34.18899409061456
18484,18413,28.0,4.6,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,38,21.81735594664188
18485,25018,38.0,4.9,Fog,Jam,1,Drinks,scooter,3.0,No,Metropolitian,49,22.424337535952017
18486,24103,36.0,4.3,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,34,7.556227951453142
18487,10374,37.0,4.7,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,5.435192202239268
18488,41785,,,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,13.154003528698775
18489,23861,34.0,4.2,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,24.435463922103366
18490,23417,33.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,28.67173593366726
18491,14902,33.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Urban,23,29.86281427274609
18492,19186,27.0,4.9,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,19.21965127696885
18493,22659,,,,,3,Buffet,scooter,0.0,No,Urban,11,10739.297771514714
18494,25592,26.0,4.6,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,18,28.559023966247338
18495,6563,22.0,4.6,Stormy,High,2,Snack,motorcycle,1.0,No,Metropolitian,17,9.607870374188211
18496,42590,25.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,42,24.727451631810684
18497,25421,28.0,4.5,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,24,5.21577663981216
18498,26339,38.0,5.0,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,7.823584998680441
18499,43339,26.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,19.0907515889542
18500,15929,38.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,26,2.7160772002839466
18501,10964,22.0,4.7,Fog,Medium,2,Meal,scooter,1.0,No,Urban,13,15.638122387898255
18502,26869,22.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,11,21.60586070825978
18503,9760,32.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,18.412896948570882
18504,30476,23.0,4.5,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,24,12.00699334775699
18505,5845,35.0,4.9,Windy,High,2,Snack,motorcycle,1.0,No,Metropolitian,30,10.187432755521158
18506,2018,38.0,4.8,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,22.569253915337004
18507,22547,26.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,29.86201560132564
18508,29357,32.0,4.1,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,32,24.546620770985182
18509,19895,24.0,5.0,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,21,2.716922511883509
18510,27259,24.0,4.9,Sunny,Low,1,Snack,scooter,1.0,No,Urban,29,34.18704660094936
18511,4513,25.0,4.9,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,22,28.527724850660228
18512,20981,21.0,4.7,Stormy,High,2,Snack,scooter,0.0,No,Urban,18,2.747993782655114
18513,38469,30.0,4.8,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,23,16.02369871769141
18514,45458,23.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,2.830560695427386
18515,1528,24.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,14,14.152800689506924
18516,18643,32.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,36,24.435463922103366
18517,37397,29.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,25,2.830560695427386
18518,32558,21.0,4.0,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,5.19416348360427
18519,31769,27.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,22,8.243704006472257
18520,12962,,,Windy,Low,2,Drinks,scooter,1.0,No,Urban,15,35.3132198174461
18521,11253,22.0,4.5,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,5.215165016383214
18522,14616,34.0,4.9,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,24,2.5469575256228176
18523,29724,35.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28,22.644473839635083
18524,34591,30.0,3.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,36,16.8181068519581
18525,26131,26.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,10,13.154003528698775
18526,11902,23.0,4.5,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,22,19.813917054109016
18527,8355,21.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,21,32.15740167247423
18528,42289,33.0,4.1,Stormy,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,54,24.727155473502346
18529,5353,50.0,6.0,,,3,Meal,electric_scooter,1.0,No,Metropolitian,18,29.888899736573034
18530,41686,35.0,4.6,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15,29.88537187322636
18531,36244,32.0,4.7,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,19.089173619714128
18532,33853,36.0,4.8,Fog,Jam,1,Meal,motorcycle,3.0,No,Metropolitian,43,28.665407981896482
18533,25222,33.0,4.1,Fog,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,43,16.80503105353945
18534,29559,38.0,4.4,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,31,35.29216109556553
18535,32973,29.0,4.7,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,18,4.802739547307274
18536,5350,24.0,5.0,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,19,5.216033968487149
18537,9783,21.0,4.6,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,38,28.941250692858535
18538,15568,,,,,0,Meal,motorcycle,0.0,No,Metropolitian,26,15.78634179733712
18539,3281,37.0,4.0,Cloudy,Jam,1,Snack,scooter,2.0,No,Urban,38,16.08496770776287
18540,4342,26.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,5.495929574711372
18541,30193,37.0,4.7,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,27,33.882600564882
18542,553,29.0,4.3,Cloudy,High,1,Meal,scooter,1.0,No,Urban,33,10.869698286239947
18543,4942,38.0,3.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,39,19.01175508981159
18544,34632,,,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,22,12.460017527972534
18545,45016,31.0,4.3,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Urban,36,15.784164579022567
18546,10467,24.0,4.8,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,15.460321141764826
18547,34893,37.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,23,5.434661811268899
18548,32454,30.0,5.0,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,8.152580251504556
18549,23579,36.0,,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,3997.304210418466
18550,7102,22.0,4.9,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,20.77291146184546
18551,44823,20.0,5.0,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,17,9.970508832661757
18552,25881,35.0,5.0,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,27,10.428571373110325
18553,17082,26.0,4.6,Windy,High,2,Buffet,scooter,0.0,No,Metropolitian,20,2.591514158939081
18554,32449,38.0,4.3,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,43,29.85765974042809
18555,11329,26.0,4.6,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,4.985624407883744
18556,21689,21.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,15,16.364064631971765
18557,18451,35.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,5.43514230050509
18558,24870,30.0,4.1,Windy,High,0,Meal,motorcycle,0.0,No,Metropolitian,32,11.322241389964427
18559,21494,35.0,4.2,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,8.151739925670038
18560,13451,34.0,4.8,Sunny,High,1,Snack,motorcycle,1.0,No,Metropolitian,18,5.455726000338622
18561,25562,26.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,35,35.30694769997836
18562,8843,34.0,4.7,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,30,10.909819102440748
18563,3811,36.0,4.8,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20.748973581194157
18564,44045,22.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,35.44940658811379
18565,35416,25.0,5.0,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,16,4.825115734269994
18566,21637,39.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,19.01836395842086
18567,17458,30.0,4.8,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,32,7.2042861380125816
18568,26334,39.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,Yes,Metropolitian,44,17.44318551869351
18569,1673,28.0,4.8,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,6.935815661933082
18570,23466,34.0,4.8,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,28,7.639212248109306
18571,21216,27.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Urban,19,16.983359290708307
18572,14859,32.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,25,9.607465450066634
18573,2694,35.0,4.2,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,35,27.576974733045144
18574,30521,29.0,5.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,16,17.437995057156943
18575,35677,25.0,5.0,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,31.20168299554001
18576,6585,35.0,4.7,Sandstorms,High,2,Meal,scooter,0.0,No,Urban,31,9.620548480777993
18577,5518,23.0,4.8,Sunny,High,1,Buffet,motorcycle,0.0,No,Urban,11,2.507839971095867
18578,20426,27.0,4.6,Windy,Medium,0,Buffet,motorcycle,,No,Urban,11,10.871050997148204
18579,8703,23.0,4.8,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Urban,12,5.43113293156948
18580,12388,26.0,4.7,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,26,21.70791470524045
18581,20576,31.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,,20,2.5080882015261126
18582,21444,39.0,4.1,Windy,High,2,Buffet,scooter,2.0,No,Metropolitian,34,10.031515880077233
18583,42406,30.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,24.732574042610253
18584,44775,28.0,4.5,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,13.156986647627294
18585,10011,28.0,4.7,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,26.82177441431364
18586,17292,36.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,20,5.495982669940504
18587,11757,32.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,2.4055273322938264
18588,23635,15.0,1.0,,,3,Drinks,bicycle,1.0,No,Metropolitian,23,13.583483739481235
18589,18926,23.0,4.6,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,31,2.5989031901662383
18590,28434,22.0,4.9,Fog,Jam,2,Meal,scooter,0.0,No,Urban,20,13.156848910133753
18591,13075,36.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,21.978722764454243
18592,2490,32.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,2.7169345383957153
18593,32914,31.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,11.489697737329115
18594,28995,35.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,2.7157309469769357
18595,45487,37.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,,12,13.577378002929487
18596,10415,26.0,4.2,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,22.910795797593494
18597,25451,36.0,4.0,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,34,8.151739925670038
18598,5111,35.0,4.9,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,19,28.530411782458277
18599,27559,20.0,4.7,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,18,16.48415030002379
18600,44884,35.0,3.6,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,39,24.724105191426027
18601,15955,32.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,12.480156396572756
18602,5495,31.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,8.0121402596989
18603,31730,30.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,13.875967484025532
18604,3819,37.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,27,13.638628737613375
18605,9571,28.0,4.7,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,16,2.63053758009452
18606,4089,21.0,4.8,Stormy,Low,1,Snack,scooter,1.0,,Metropolitian,11,31.136136932686078
18607,4081,32.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,43,21.736843610882545
18608,33512,36.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,4.991908898885103
18609,14820,38.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,53,19.813917054109016
18610,30203,30.0,4.5,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,20,10.869698286239947
18611,29812,25.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,7.778849930950081
18612,29646,20.0,4.9,Windy,High,1,Drinks,scooter,0.0,No,Metropolitian,15,2.830560695427386
18613,41306,20.0,4.7,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,14.152800689506924
18614,6594,36.0,4.1,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,7.20445898444735
18615,3402,24.0,4.7,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,34,10.869352706245227
18616,31747,24.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,23,24.543580115821367
18617,12824,24.0,4.1,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,32,20.057740994139166
18618,12657,24.0,4.7,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,13.345701916449302
18619,9262,34.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,17.627779620967406
18620,39613,33.0,4.4,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,10.525079980641259
18621,4185,23.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,18.161718358089953
18622,25801,,,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,29,21.734597182239465
18623,33530,35.0,4.8,Cloudy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,32,2.631494494626328
18624,36329,32.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,,37,12.559465944487458
18625,20049,22.0,4.6,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,4.82560405991358
18626,24298,32.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,22.568090077640605
18627,40639,32.0,4.3,Sandstorms,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,37,20.366114542041313
18628,37560,36.0,4.7,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,20,19.015954680417455
18629,651,35.0,4.7,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,12,2.546955486217424
18630,1518,37.0,4.8,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,52,20.05887401213785
18631,32885,32.0,4.5,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,17,5.433676267693552
18632,43233,28.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,39,35.30680615245143
18633,21532,35.0,4.2,Cloudy,Medium,2,Drinks,motorcycle,2.0,Yes,Urban,41,20.837112424238008
18634,35794,25.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,16.489698381508617
18635,17334,27.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,18,17.82364365233071
18636,3599,35.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,16,2.747939880474964
18637,17332,30.0,4.3,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,33,10.866511544592505
18638,31455,21.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,2.7169864163376523
18639,22298,27.0,4.5,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,23.457133732256924
18640,24479,25.0,4.8,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,23,10.860919347522712
18641,6871,35.0,4.0,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,32,13.638628737613375
18642,33621,36.0,4.8,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,26.33338585612405
18643,7369,23.0,4.6,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22,12.732386188187691
18644,2812,20.0,5.0,Fog,High,2,Drinks,motorcycle,0.0,No,Metropolitian,29,10.368993825930904
18645,32667,30.0,4.2,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,47,29.87556235784594
18646,16505,24.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,13,16.293861663507453
18647,23811,20.0,4.7,Sunny,Medium,2,Drinks,motorcycle,,No,Metropolitian,13,21.548519053628905
18648,431,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,10.186389484503488
18649,9039,35.0,3.9,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,43,28.003288921869586
18650,39483,22.0,4.5,Sandstorms,Low,1,Meal,scooter,0.0,No,Urban,14,28.006112864470136
18651,18824,36.0,4.2,Fog,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,44,22.428815779288342
18652,31433,30.0,4.7,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,15,10.863292406213567
18653,31680,34.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,20.05725875874605
18654,11049,23.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,8.148911247194045
18655,44050,30.0,4.6,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Urban,25,14.406574254441846
18656,29375,23.0,4.5,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,24,24.539702726240616
18657,27428,38.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,35.322809171238795
18658,31318,30.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,33,20.85435537480435
18659,8387,21.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,32.37501953071214
18660,1068,24.0,4.6,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,11,7.786688522492988
18661,18394,34.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,15.048585780623272
18662,45245,20.0,4.6,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,38,19.813917054109016
18663,16342,33.0,4.4,Windy,Jam,2,Buffet,motorcycle,1.0,No,,38,19.014761736179427
18664,32858,,,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,25,10.376719782171548
18665,10303,26.0,4.6,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,20,18.148270236633824
18666,45556,24.0,4.5,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,10,2.491896788329434
18667,21461,34.0,4.7,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,21,7.555527808300167
18668,24036,21.0,4.7,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,25,16.366358280779245
18669,12891,29.0,4.8,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,24.544198590442445
18670,29060,20.0,4.7,Sunny,High,1,Drinks,scooter,0.0,No,Metropolitian,17,5.092971006006412
18671,40186,38.0,4.5,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,30,10.033234134113945
18672,14152,29.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,12.958787722390154
18673,28346,28.0,4.6,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,8.147871460506801
18674,16238,27.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Urban,47,16.808400294868214
18675,38762,25.0,4.7,Sandstorms,Low,2,Drinks,scooter,0.0,No,Urban,11,5.188399011006601
18676,29885,39.0,4.7,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,42,18.417474504098237
18677,17253,33.0,4.8,Fog,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,36,19.015954680417455
18678,153,39.0,4.9,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,12.729264426149095
18679,36409,22.0,4.6,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,10,5.661121254147949
18680,10503,32.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,13,2.4019217983099135
18681,25652,36.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,24.43324026234292
18682,39580,20.0,4.6,Cloudy,High,2,Snack,motorcycle,0.0,No,Metropolitian,20,2.491896788329434
18683,38651,39.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,28,12.729625198378718
18684,797,33.0,4.7,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,10,2.7275102775183235
18685,9409,28.0,4.2,Fog,Jam,1,Buffet,scooter,0.0,No,Urban,35,36.797238211469384
18686,21795,35.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,31,2.747785858489837
18687,2852,24.0,4.7,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,32,2.728155031389731
18688,31149,23.0,4.5,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,13,23.67180310496332
18689,3650,,,,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,4.625262318736995
18690,19164,,,Windy,Medium,0,Snack,motorcycle,,No,Urban,33,9.192932641304642
18691,2111,26.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,29,15.642831050508166
18692,10050,37.0,5.0,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,7.731204430304722
18693,26354,30.0,5.0,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,27,10.522935129113385
18694,19263,20.0,4.7,Sandstorms,Low,2,Meal,motorcycle,,No,Metropolitian,18,2.4017060944411153
18695,21415,24.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,16,2.5139649466405993
18696,36566,32.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,7.8942781488318605
18697,20900,33.0,5.0,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,29,10.431003028457399
18698,39140,20.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,19.206252283396523
18699,43261,26.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,,10,16.808400294868214
18700,37470,26.0,4.6,Stormy,Jam,1,Snack,scooter,1.0,No,Urban,26,33.68175462067523
18701,29042,21.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,25.429751517943913
18702,5507,38.0,4.8,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,25.475029507646852
18703,6946,33.0,5.0,Sunny,High,2,Buffet,scooter,0.0,No,Urban,17,10.379483234962676
18704,21157,20.0,4.7,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,20,8.18204590370568
18705,4029,31.0,5.0,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Urban,15,12.536713208752506
18706,19377,,,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,36,20.371020319600653
18707,4609,25.0,4.7,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,16,29.86461940652693
18708,26860,32.0,4.3,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,31,26.40536029565745
